title,abstract,organization,investigators,grant_org,grant_money,source,total_participants,male_participants,female_participants,pct_male,pct_female,grant_date,x_axis,y_axis
Connectomes Related to Anxiety and Depression in Adolescents,"This proposal is submitted in response to NIH Funding Opportunity Connectome Related to Human Disease (U01) and in response to NIMH's priority/disease area of interest mood and anxiety disorders. This is a collaborative effort among researchers at the Massachusetts General Hospital (MGH), Massachusetts Institute of Technology (MIT), McLean Hospital, Boston University, and the Human Connectome Project (HCP) at Washington University in St. Louis. We believe that the combination of (1) state-of-the ... more",Massachusetts Institute of Technology,Susan Whitfield-Gabrieli and John Gabrieli,Massachusetts Institute Of Technology,1235145,Lab,200,69,131,0.345,0.655,9/16/15,col_19,row_03
Suicide risk reduction in the year following jail release: the SPIRIT Trial (Suicide Prevention Intervention for at-Risk Individuals in Transition),"There were nearly 12 million admissions to US jails in 2012. Jailed individuals face a disproportionate risk for suicide. The time of arrest and jail detention represents an acute stressor that further exacerbates this risk. The epidemic of suicide during jail detention has been recognized. However, less attention has been paid to the high suicide risk and mortality in the months following jail release, as individuals re-enter their communities, are faced with financial, legal, and social stressors, ... more",Brown University,Jennifer Johnson,Michigan State University,7624996,Lab,798,585,213,0.733082707,0.266917293,9/22/15,col_19,row_04
Impact of Maternal Caregiving on Brain-Behavior Relationships in Infants,"The rapid development of the human brain, and its heightened sensitivity to environmental influences, in the first months of life determine critical brain-behavior relationships in childhood and across the lifespan. Despite evidence that the effects of poor caregiving on developing neurobiological systems underlying psychopathology risk may be most influential in the early years, little is known about the interface among neurobiological, affective and developmental areas of study in human infancy. ... more",University of Pittsburgh,Mary Louise Phillips,University Of Pittsburgh At Pittsburgh,410844,Lab,88,43,45,0.488636364,0.511363636,9/25/15,col_19,row_05
Association between pupillary light reflex and sensory behaviors in children with autism spectrum disorders.,"Atypical pupillary light reflexes (PLR) has been observed in children with autism spectrum disorders (ASD), which suggests potential autonomic nervous system (ANS) dysfunction in ASD. ANS is also involved in modulating sensory processing and sensory dysfunction has been widely reported in children with ASD. However, the potential association between physiological measurements of PLR and behavioral observations (e.g. sensory behaviors) has not been examined extensively in literature. In this study, ... more",,,,,Paper,92,81,11,0.880434783,0.119565217,9/25/15,col_19,row_06
Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD),"STEP-BD is the largest, federally funded treatment study ever conducted for bipolar disorder (1). It was a long-term outpatient study that enrolled a total of 4,360 participants (1). STEP-BD aimed to find out which treatments, or combinations of treatments, are most effective for treating episodes of depression and mania and for preventing recurrent episodes in people with bipolar disorder. STEP-BD is different from typical clinical trials that test one potential new treatment; it was a broad research ... more",,Gary Sachs and Michael Thase,,,Lab,4547,1944,2603,0.427534638,0.572465362,9/27/15,col_19,row_07
Sequenced Treatment Alternatives to Relieve Depression (STAR*D),"The STAR*D was a multicenter longitudinal NIMH sponsored study. STAR*D was to determine the short- and long-term effects of different sequences of medication and/or psychotherapy for the treatment of unipolar depressions that have not responded adequately to an initial standard antidepressant trial. In particular, STAR*D assessed and compared the effectiveness of different sets of treatment options: 1) augmenting the first antidepressant with another medication or psychotherapy, 2) Discontinuing ... more",,A. John Rush,,,Lab,4266,1590,2676,0.372714487,0.627285513,9/27/15,col_19,row_08
Methylphenidate for Hyperactivity and Impulsiveness in Children and Adolescents With Pervasive Developmental Disorders (RUPP MPH PDD),"This study will evaluate the efficacy and safety of methylphenidate for treating hyperactivity, impulsiveness, and distractibility in 60 children and adolescents with Pervasive Developmental Disorders (PDD). Methylphenidate (Ritalin)is approved by the Food and Drug Administration for the treatment of children and adolescents with Attention Deficit Hyperactivity Disorder (ADHD). Data supporting its safety and effectiveness in treating ADHD symptoms in PDD are limited.Children and adolescents who do ... more",,Larry Scahill,,,Lab,118,105,13,0.889830508,0.110169492,9/27/15,col_19,row_09
Direct Examination of Imitation-Based Learning in Autism,"The ability to imitate actions performed by others has long known to be deficient in autism spectrum disorders ASD. Psychologists studying typical development have shown that imitation is a critical ability for learning complex skills social skills in particular. The link between impaired imitation and abnormal development of social, communicative and complex motor behavior in ASD, however, is speculative and has not been documented directly. The research proposed in this application intends to look ... more",Kennedy Krieger Institute,Joshua Ewen,Hugo W. Moser Res Inst Kennedy Krieger,444400,Lab,53,40,13,0.754716981,0.245283019,9/30/15,col_19,row_10
Adolescent Brain Cognitive Development Study (ABCD),"The ABCD Study is designed to permit the scientific community to answer important questions about the relationships among physical and mental health, cognition, substance use (SU), culture and environment, genetics, environmental exposures and brain development of adolescents. The ABCD Study is a nationwide study of more than 10,000 9-10 year-olds conducted at 21 sites (29% of the US population lives within 50 miles of our geographically spread sites), that, uniquely, can provide a representative ... more",University of California San Diego,Terry L. Jernigan,Yale University,9301963,Lab,11924,6220,5704,0.521637035,0.478362965,9/30/15,col_19,row_11
Identification of Infants at High-Risk for Autism Spectrum Disorder Using Multiparameter Multiscale White Matter Connectivity Networks,"Autism spectrum disorder (ASD) is a wide range of disabilities that cause life-long cognitive impairment and social, communication, and behavioral challenges. Early diagnosis and medical intervention are important for improving the life quality of autistic patients. However, in the current practice, diagnosis often has to be delayed until the behavioral symptoms become evident during childhood. In this study, we demonstrate the feasibility of using machine learning techniques for identifying high-risk ... more",,,,,Paper,493,302,191,0.612576065,0.387423935,10/2/15,col_19,row_12
