id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
187,148,Intrinsic Brain Architecture of Young Children with Autism While Awake and Asleep,https://nda.nih.gov/edit_collection.html?id=2072,"Functional neuroimaging is increasingly enhancing our understanding of autism spectrum disorders (ASD) as disconnection syndromes, but because of its demands, most studies have focused on adults or older children. Conducting functional neuroimaging during natural sleep permits the study of young children and infants.Given the early onset of ASD, such studies may be crucial to the identification of biomarkers. However, the assumption that findings obtained during sleep can be generalized to wakefulness ... more",3/14/14,Child Mind Institute,R21MH102660,New York University School Of Medicine,3/5/14,2/29/16,466125,Adriana DiMartino,57,48,9,lab,3/14/14,3/5/14,2/29/16,0.842105263,0.157894737,2014,3,5,11,11
188,149,Mapping Thalamocortical Networks Across Development in ASD,https://nda.nih.gov/edit_collection.html?id=2075,"Autism spectrum disorders (ASD) are a group of pervasive developmental disorders characterized by deficits in social interaction and communication, and rigid or stereotypical behaviors. These complex behavioral problems arise, in part, from deficits in more basic sensory and motor systems. The thalamus plays a central role in processing sensory information and modulating overall cortical activity.Consequently, dysfunction of the thalamus and its connections with the cortex may account for some of ... more",3/14/14,Vanderbilt University Medical Center,R21MH101321,Vanderbilt University,3/7/14,2/28/17,432034,Carissa Cascio,101,71,30,lab,3/14/14,3/7/14,2/28/17,0.702970297,0.297029703,2014,3,7,11,12
189,519,Development of a novel neurotechnology to promote emotion recognition in autism,https://nda.nih.gov/edit_collection.html?id=2572,"Difficulties in facial emotion recognition FER are thought to cause or exacerbate social disability in people with autism spectrum disorder ASD by preventing 1 accurate detection of social emotional information conveyed through the face, particularly the eye-region, and 2 the deployment of emotionally appropriate responses. Although the neural systems thought to underlie FER deficits in ASD are increasingly appreciated, their plasticity remains speculative. The goal of this project is to develop ... more",1/19/17,Virginia Polytechnic Institute and State University,R33MH100268,Virginia Polytechnic Inst And St Univ,3/12/14,12/31/19,1338059,Susan White,27,27,0,lab,1/19/17,3/12/14,12/31/19,1,0,2014,3,12,11,13
190,192,Homeostatic and Hedonic Food Motivation Underlying Eating Disorder Trajectories,https://nda.nih.gov/edit_collection.html?id=2124,"Eating disorders are heterogeneous illnesses characterized by aberrant behaviors of extreme dietary restriction, binge eating, and purging. The course often involves adolescent onset, and in more than half of individuals, transition from predominantly restrictive to binge/purse behaviors. The pathophysiology of low-weight eating disorders and mechanisms that underlie restricting vs. binge/purse phenotypes are almost entirely unknown. A critical knowledge gap is the neurobiology underlying the developmental ... more",10/24/14,Massachusetts General Hospital,R01MH103402,Massachusetts General Hospital,4/1/14,3/31/19,719806,Madhusmita Misra,122,0,122,lab,10/24/14,4/1/14,3/31/19,0,1,2014,4,1,11,14
191,205,Taste reward circuits and prediction error define eating disorder psychopathology,https://nda.nih.gov/edit_collection.html?id=2138,"The eating disorders (EDs) anorexia nervosa (AN) and bulimia nervosa (BN) are severe psychiatric disorders with high mortality. While AN is mainly characterized by severe underweight and BN individuals are at normal to high weight and regularly binge and purge, there are many overlapping symptoms across both disorders,such as food restriction, episodic binge eating, purging or excessive exercise. Little is known about the neurobiology of EDs and how specific ED behaviors are linked to particular ... more",6/27/15,University of Colorado,R01MH103436,University Of Colorado Denver,4/1/14,3/31/19,449847,Joel Stoddard,240,0,240,lab,6/27/15,4/1/14,3/31/19,0,1,2014,4,1,11,15
192,549,Effects of Amygdala Neurofeedback on Depressive Symptoms and Processing Biases,https://nda.nih.gov/edit_collection.html?id=2606,"This project is going to study novel neurobehavioral interventions for major depressive disorder MDD and their implementation, with a specific focus on emotional processing biases that serve as a biological marker and treatment target both for the onset and remission of MDD symptoms. The training she received during the K99 period of the award as well as her publication record clearly indicate that Dr. Young has expertise in cognitive neuroscience, the biological basis of depression, neurobehavioral ... more",3/16/17,University of Pittsburgh,R00MH101235,University Of Pittsburgh At Pittsburgh,4/1/14,3/31/20,906043,Kymberly Young,38,11,27,lab,3/16/17,4/1/14,3/31/20,0.289473684,0.710526316,2014,4,1,11,16
193,236,Organization of Excitatory and Inhibitory Circuits in ASD,https://nda.nih.gov/edit_collection.html?id=2189,"The goal of the proposed project is to investigate the largely unexplored issue of the integrity of neural elements that underlie excitatory and inhibitory control within prefrontal networks. Experiments will be conducted on post-mortem brain tissue from children, using the robustly interconnected anterior cingulate, orbitofrontal, and lateral prefrontal cortices as a model system. We will examine structural, neurochemical, and molecular features of excitatory myelinated axons in the gray and white ... more",4/30/15,Boston University,R01MH101209,Boston University (Charles River Campus),4/4/14,1/31/20,2018222,Vasileios Zikopoulos,21,17,4,lab,4/30/15,4/4/14,1/31/20,0.80952381,0.19047619,2014,4,4,11,17
194,264,Serotonin Receptor Subtypes as Pharmacotherapeutic Targets in Autism,https://nda.nih.gov/edit_collection.html?id=2255,"Social-emotional and social-communicative behaviors are core features of autism and two of the key affected substrates are the cingulate cortices and fusiform gyrus. There is neuropathology within cortical lamina as well as changes in GABA-A receptors and associated benzodiazepine binding sites in both the anterior (ACC) and posterior (PCC) cingulate areas and in the fusiform (FG), a key area for the perception of facial expressions, shown to be altered in adult individuals with autism. Peripheral ... more",5/6/15,Hussman Institute for Autism,R21MH099457,"Hussman Institute For Autism, Inc.",4/15/14,10/31/17,445500,Gene Blatt,62,55,7,lab,5/6/15,4/15/14,10/31/17,0.887096774,0.112903226,2014,4,15,11,18
195,167,Multi-Level Assays of Working Memory and Psychopathology,https://nda.nih.gov/edit_collection.html?id=2096,"The NIMH Research Domains Criteria (RDoC) initiative aims to advance understanding of mental health through critical re-evaluation of the traditional diagnostic system and development of alternate methods for measurement of biologically valid dimensions and categories. The proposed project focuses on the RDoC Working Memory construct using a bottom-up strategy that first determines the validity of three neural circuits (Local Cortical, Fronto-Posterior, and Cortico-Hippocampal) using convergent measures ... more",6/29/14,"University of California, Los Angeles",R01MH101478,University Of California Los Angeles,4/16/14,3/31/19,679307,Robert M. Bilder,196,71,125,lab,6/29/14,4/16/14,3/31/19,0.362244898,0.637755102,2014,4,16,11,19
691,154,Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) for Schizophrenia,https://nda.nih.gov/edit_collection.html?id=2081,"The CATIE Schizophrenia Trial is a randomized controlled trial of 1600 patients with schizophrenia involving the following medications: perphenazine, fluphenazine decanoate, clozapine, olanzapine, quetiapine, risperidone and ziprasidone (which was activated in February 2002). Patients will be followed for 18 months and rerandomized to a new treatment in the event of treatment failure.",5/1/14,,,,5/1/14,,,Jeffrey A Lieberman,1460,1080,380,lab,5/1/14,5/1/14,,0.739726027,0.260273973,2014,5,1,11,20
196,173,A Multidimensional Investigation of Cognitive Control Deficits in Psychopathology,https://nda.nih.gov/edit_collection.html?id=2102,"Psychotic spectrum disorders (PSD) are difficult to differentially diagnose and treat, typically leaving their victims with lifetime disability. It is increasingly becoming recognized that traditionally distinct disorders such as schizophrenia, schizoaffective disorder and bipolar disorder with psychotic features share overlapping symptoms. For example, in addition to positive symptoms, PSD patients also experience deficits in cognitive control/executive functioning, which likely result from dysregulation ... more",7/29/14,Mind Research Network,R01MH101512,The Mind Research Network,5/2/14,4/30/18,679291,Andrew Robert Mayer,256,158,98,lab,7/29/14,5/2/14,4/30/18,0.6171875,0.3828125,2014,5,2,11,21
692,155,DCTRS The Effects of Neurocognitive Remediation on Executive Processing in Patients With Schizophrenia,https://nda.nih.gov/edit_collection.html?id=2082,"Approaches to cognitive remediation have differed across studies. Most of the larger studies have concentrated on group treatments designed without the benefit of recent laboratory-based studies. The current study describes a randomized trial of an intensive cognitive remediation program involving individual daily sessions of 1 hour for up to 3 months. It targets executive functioning deficits (cognitive flexibility, working memory, and planning) that are known to be problematic in people with schizophrenia. ... more",5/20/14,King's College London,,,5/20/14,,,Til Wykes,35,27,8,lab,5/20/14,5/20/14,,0.771428571,0.228571429,2014,5,20,12,1
693,157,DCTRS Feasibility and pilot efficacy results from the multisite cognitive remediation in the schizophrenia trials network (CRSTN) randomized controlled trial,https://nda.nih.gov/edit_collection.html?id=2084,"Neurocognitive enhancement therapy (NET) is a remediation program for the persistent and function-limiting cognitive impairments of schizophrenia. In a previous study in veterans, NET improved work therapy outcomes as well as executive function and working memory. The present study aimed to determine whether NET could enhance functional outcomes among schizophrenia and schizoaffective patients in a community mental health center receiving community-based vocational services. Method: Patients (N = ... more",5/20/14,Duke University,,,5/20/14,,,Richard Keefe,58,43,15,lab,5/20/14,5/20/14,,0.74137931,0.25862069,2014,5,20,12,2
